Name,ENVIRON_DISCLOSURE_SCORE,Company name
ESTE UN,1.652892562,Earthstone Energy Inc
ESXB UR,1.785714286,Community Bankers Trust Corp
ETH UN,4.651162791,Ethan Allen Interiors Inc
ETM UN,4.651162791,Entercom Communications Corp
ETNB UQ,#N/A N/A,89bio Inc
EVBG UQ,#N/A N/A,Everbridge Inc
EVBN UA,#N/A N/A,Evans Bancorp Inc
EVC UN,#N/A N/A,Entravision Communications Corp
EVER UQ,#N/A N/A,EverQuote Inc
EVFM UR,2.325581395,Evofem Biosciences Inc
EVH UN,#N/A N/A,Evolent Health Inc
EVI UA,#N/A N/A,EVI Industries Inc
EVLO UW,#N/A N/A,Evelo Biosciences Inc
EVOP UQ,1.550387597,Evo Payments Inc
EVRI UN,#N/A N/A,Everi Holdings Inc
EVTC UN,14.72868217,EVERTEC Inc
EXLS UW,2.325581395,ExlService Holdings Inc
EXPI UQ,1.550387597,eXp World Holdings Inc
EXPO UW,1.550387597,Exponent Inc
EXPR UN,3.125,Express Inc
EXTN UN,3.100775194,Exterran Corp
EXTR UW,2.325581395,Extreme Networks Inc
EYE UW,3.875968992,National Vision Holdings Inc
EYPT UQ,#N/A N/A,EyePoint Pharmaceuticals Inc
EZPW UW,3.125,EZCORP Inc
FARM UW,#N/A N/A,Farmer Bros Co
FARO UW,3.875968992,FARO Technologies Inc
FATE UQ,#N/A N/A,Fate Therapeutics Inc
FBC UN,3.571428571,Flagstar Bancorp Inc
FBIZ UW,1.785714286,First Business Financial Services Inc
FBK UN,1.785714286,FB Financial Corp
FBM UN,1.550387597,Foundation Building Materials Inc
FBMS UQ,1.785714286,First Bancshares Inc/The
FBNC UW,1.785714286,First Bancorp/Southern Pines NC
FBP UN,#N/A N/A,First BanCorp/Puerto Rico
FBRX UR,1.550387597,Forte Biosciences Inc
FC UN,#N/A N/A,Franklin Covey Co
FCAP UR,1.785714286,First Capital Inc
FCBC UW,1.785714286,First Community Bankshares Inc
FCBP UR,#N/A N/A,First Choice Bancorp
FCCY UQ,3.571428571,1st Constitution Bancorp
FCF UN,#N/A N/A,First Commonwealth Financial Corp
FCFS UW,#N/A N/A,FirstCash Inc
FCN UN,#N/A N/A,FTI Consulting Inc
FCPT UN,1.550387597,Four Corners Property Trust Inc
FDBC UQ,#N/A N/A,Fidelity D&D Bancorp Inc
FDEF UW,#N/A N/A,First Defiance Financial Corp
FDP UN,#N/A N/A,Fresh Del Monte Produce Inc
FELE UW,1.550387597,Franklin Electric Co Inc
FET UN,5.426356589,Forum Energy Technologies Inc
FF UN,#N/A N/A,FutureFuel Corp
FFBC UW,1.785714286,First Financial Bancorp
FFG UN,#N/A N/A,FBL Financial Group Inc
FFIC UW,1.785714286,Flushing Financial Corp
FFIN UW,1.785714286,First Financial Bankshares Inc
FFNW UW,1.785714286,First Financial Northwest Inc
FFWM UQ,#N/A N/A,First Foundation Inc
FGBI UQ,#N/A N/A,First Guaranty Bancshares Inc
FGEN UW,2.325581395,FibroGen Inc
FHI UN,#N/A N/A,Federated Hermes Inc
FI UN,13.17829457,Frank's International NV
FIBK UW,1.785714286,First Interstate BancSystem Inc
FISI UW,1.785714286,Financial Institutions Inc
FIT UN,#N/A N/A,Fitbit Inc
FIVN UQ,#N/A N/A,Five9 Inc
FIX UN,1.550387597,Comfort Systems USA Inc
FIXX UW,#N/A N/A,Homology Medicines Inc
FIZZ UW,#N/A N/A,National Beverage Corp
FLDM UW,2.325581395,Fluidigm Corp
FLIC UR,1.785714286,First of Long Island Corp/The
FLMN UR,2.325581395,Falcon Minerals Corp
FLNT UQ,#N/A N/A,Fluent Inc
FLOW UN,8.527131783,SPX FLOW Inc
FLWS UW,8.527131783,1-800-Flowers.com Inc
FLXN UQ,#N/A N/A,Flexion Therapeutics Inc
FLXS UW,2.325581395,Flexsteel Industries Inc
FMAO UR,1.785714286,Farmers & Merchants Bancorp Inc/Archbold OH
FMBH UQ,#N/A N/A,First Mid Bancshares Inc
FMBI UW,1.785714286,First Midwest Bancorp Inc/IL
FMNB UR,1.785714286,Farmers National Banc Corp
FN UN,6.976744186,Fabrinet
FNCB UR,1.785714286,FNCB Bancorp Inc
FNHC UQ,3.571428571,FedNat Holding Co
FNKO UW,#N/A N/A,Funko Inc
FNLC UW,#N/A N/A,First Bancorp Inc/The
FNWB UQ,1.785714286,First Northwest Bancorp
FOCS UW,#N/A N/A,Focus Financial Partners Inc
FOE UN,#N/A N/A,Ferro Corp
FOLD UQ,#N/A N/A,Amicus Therapeutics Inc
FOR UN,#N/A N/A,Forestar Group Inc
FORM UW,13.17829457,FormFactor Inc
FORR UW,#N/A N/A,Forrester Research Inc
FOSL UW,6.25,Fossil Group Inc
FOXF UW,#N/A N/A,Fox Factory Holding Corp
FPI UN,#N/A N/A,Farmland Partners Inc
FPRX UW,#N/A N/A,Five Prime Therapeutics Inc
FR UN,8.527131783,First Industrial Realty Trust Inc
FRAF UR,#N/A N/A,Franklin Financial Services Corp
FRBA UQ,1.785714286,First Bank/Hamilton NJ
FRBK UQ,1.785714286,Republic First Bancorp Inc
FREQ UW,#N/A N/A,Frequency Therapeutics Inc
FRGI UW,#N/A N/A,Fiesta Restaurant Group Inc
FRME UW,#N/A N/A,First Merchants Corp
FRPH UW,#N/A N/A,FRP Holdings Inc
FRPT UQ,#N/A N/A,Freshpet Inc
FRTA UW,1.550387597,Forterra Inc
FSB UN,#N/A N/A,Franklin Financial Network Inc
FSBW UR,1.785714286,FS Bancorp Inc
FSCT UQ,#N/A N/A,ForeScout Technologies Inc
FSP UA,1.550387597,Franklin Street Properties Corp
FSS UN,11.62790698,Federal Signal Corp
FSTR UW,6.976744186,L B Foster Co
FTK UN,#N/A N/A,Flotek Industries Inc
FTSI UA,3.305785124,FTS International Inc
FUL UN,#N/A N/A,HB Fuller Co
FULC UQ,#N/A N/A,Fulcrum Therapeutics Inc
FULT UW,1.785714286,Fulton Financial Corp
FVCB UR,#N/A N/A,FVCBankcorp Inc
FWRD UW,4.651162791,Forward Air Corp
GABC UW,1.785714286,German American Bancorp Inc
GAIA UQ,#N/A N/A,Gaia Inc
GALT UR,#N/A N/A,Galectin Therapeutics Inc
GATX UN,#N/A N/A,GATX Corp
GBCI UW,#N/A N/A,Glacier Bancorp Inc
GBL UN,#N/A N/A,GAMCO Investors Inc
GBLI UW,#N/A N/A,Global Indemnity Ltd
GBT UW,#N/A N/A,Global Blood Therapeutics Inc
GBX UN,#N/A N/A,Greenbrier Cos Inc/The
GCAP UN,#N/A N/A,GAIN Capital Holdings Inc
GCBC UR,#N/A N/A,Greene County Bancorp Inc
GCI UN,1.550387597,Gannett Co Inc
GCO UN,#N/A N/A,Genesco Inc
GCP UN,#N/A N/A,GCP Applied Technologies Inc
GDEN UQ,#N/A N/A,Golden Entertainment Inc
GDOT UN,#N/A N/A,Green Dot Corp
GDP UA,#N/A N/A,Goodrich Petroleum Corp
GEF UN,#N/A N/A,Greif Inc
GEF/B UN,#N/A N/A,Greif Inc
GEN UN,#N/A N/A,Genesis Healthcare Inc
GENC UQ,#N/A N/A,Gencor Industries Inc
GEO UN,#N/A N/A,GEO Group Inc/The
GEOS UW,2.325581395,Geospace Technologies Corp
GERN UW,#N/A N/A,Geron Corp
GES UN,#N/A N/A,Guess? Inc
GFF UN,1.550387597,Griffon Corp
GFN UQ,#N/A N/A,General Finance Corp
GHL UN,#N/A N/A,Greenhill & Co Inc
GHM UN,#N/A N/A,Graham Corp
GIII UW,6.201550388,G-III Apparel Group Ltd
GKOS UN,2.325581395,Glaukos Corp
GLDD UW,#N/A N/A,Great Lakes Dredge & Dock Corp
GLNG UW,25.58139535,Golar LNG Ltd
GLOG UN,1.550387597,GasLog Ltd
GLRE UW,#N/A N/A,Greenlight Capital Re Ltd
GLT UN,11.62790698,P H Glatfelter Co
GLUU UW,#N/A N/A,Glu Mobile Inc
GLYC UQ,#N/A N/A,GlycoMimetics Inc
GME UN,#N/A N/A,GameStop Corp
GMED UN,#N/A N/A,Globus Medical Inc
GMRE UN,#N/A N/A,Global Medical REIT Inc
GMS UN,1.550387597,GMS Inc
GNC UN,2.083333333,GNC Holdings Inc
GNE UN,1.550387597,Genie Energy Ltd
GNK UN,#N/A N/A,Genco Shipping & Trading Ltd
GNL UN,3.100775194,Global Net Lease Inc
GNLN UQ,#N/A N/A,Greenlane Holdings Inc
GNMK UQ,#N/A N/A,GenMark Diagnostics Inc
GNRC UN,1.550387597,Generac Holdings Inc
GNTY UW,#N/A N/A,Guaranty Bancshares Inc/TX
GNW UN,#N/A N/A,Genworth Financial Inc
GOGO UW,#N/A N/A,Gogo Inc
GOLF UN,11.62790698,Acushnet Holdings Corp
GOOD UW,#N/A N/A,Gladstone Commercial Corp
GORO UA,1.550387597,Gold Resource Corp
GOSS UW,#N/A N/A,Gossamer Bio Inc
GPI UN,1.550387597,Group 1 Automotive Inc
GPMT UN,#N/A N/A,Granite Point Mortgage Trust Inc
GPOR UW,6.611570248,Gulfport Energy Corp
GPRE UW,#N/A N/A,Green Plains Inc
GPRO UW,2.325581395,GoPro Inc
GPX UN,#N/A N/A,GP Strategies Corp
GRBK UR,#N/A N/A,Green Brick Partners Inc
GRC UN,#N/A N/A,Gorman-Rupp Co/The
GRIF UQ,#N/A N/A,Griffin Industrial Realty Inc
GRPN UW,2.325581395,Groupon Inc
GRTS UW,#N/A N/A,Gritstone Oncology Inc
GRTX UQ,#N/A N/A,Galera Therapeutics Inc
GSBC UW,#N/A N/A,Great Southern Bancorp Inc
GSHD UW,1.550387597,Goosehead Insurance Inc
GSIT UW,#N/A N/A,GSI Technology Inc
GTHX UW,#N/A N/A,G1 Therapeutics Inc
GTLS UW,8.527131783,Chart Industries Inc
GTN UN,6.976744186,Gray Television Inc
GTS UN,#N/A N/A,Triple-S Management Corp
GTT UN,#N/A N/A,GTT Communications Inc
GTY UN,3.100775194,Getty Realty Corp
GTYH UR,#N/A N/A,GTY Technology Holdings Inc
GVA UN,3.875968992,Granite Construction Inc
GWB UN,#N/A N/A,Great Western Bancorp Inc
GWGH UR,#N/A N/A,GWG Holdings Inc
GWRS UQ,3.875968992,Global Water Resources Inc
HA UW,5.426356589,Hawaiian Holdings Inc
HAE UN,1.550387597,Haemonetics Corp
HAFC UW,3.571428571,Hanmi Financial Corp
HALL UQ,1.785714286,Hallmark Financial Services Inc
HALO UW,#N/A N/A,Halozyme Therapeutics Inc
HARP UW,#N/A N/A,Harpoon Therapeutics Inc
HASI UN,#N/A N/A,Hannon Armstrong Sustainable Infrastructure Capital Inc
HAYN UW,8.527131783,Haynes International Inc
HBB UN,1.550387597,Hamilton Beach Brands Holding Co
HBCP UW,1.785714286,Home Bancorp Inc
HBMD UR,1.785714286,Howard Bancorp Inc
HBNC UW,1.785714286,Horizon Bancorp Inc/IN
HBT UW,#N/A N/A,HBT Financial Inc
HCAT UW,#N/A N/A,Health Catalyst Inc
HCC UN,12.40310078,Warrior Met Coal Inc
HCCI UW,#N/A N/A,Heritage-Crystal Clean Inc
HCI UN,#N/A N/A,HCI Group Inc
HCKT UW,2.325581395,Hackett Group Inc/The
HCSG UW,#N/A N/A,Healthcare Services Group Inc
HEES UW,3.100775194,H&E Equipment Services Inc
HELE UW,#N/A N/A,Helen of Troy Ltd
HFFG UR,5.426356589,HF Foods Group Inc
HFWA UW,#N/A N/A,Heritage Financial Corp/WA
HI UN,#N/A N/A,Hillenbrand Inc
HIBB UW,2.083333333,Hibbett Sports Inc
HIFS UQ,#N/A N/A,Hingham Institution For Savings The
HL UN,#N/A N/A,Hecla Mining Co
HLI UN,#N/A N/A,Houlihan Lokey Inc
HLIO UW,2.325581395,Helios Technologies Inc
HLIT UW,2.325581395,Harmonic Inc
HLNE UW,#N/A N/A,Hamilton Lane Inc
HLX UN,9.917355372,Helix Energy Solutions Group Inc
HMHC UW,6.976744186,Houghton Mifflin Harcourt Co
HMN UN,#N/A N/A,Horace Mann Educators Corp
HMST UW,#N/A N/A,HomeStreet Inc
HMSY UW,10.85271318,HMS Holdings Corp
HMTV UQ,#N/A N/A,Hemisphere Media Group Inc
HNGR UN,4.651162791,Hanger Inc
HNI UN,6.201550388,HNI Corp
HNRG UR,#N/A N/A,Hallador Energy Co
HOFT UW,#N/A N/A,Hooker Furniture Corp
HOMB UW,1.785714286,Home BancShares Inc/AR
HOME UN,3.875968992,At Home Group Inc
HONE UW,#N/A N/A,HarborOne Bancorp Inc
HOOK UW,#N/A N/A,Hookipa Pharma Inc
HOPE UW,1.785714286,Hope Bancorp Inc
HPR UN,#N/A N/A,HighPoint Resources Corp
HQY UW,#N/A N/A,HealthEquity Inc
HR UN,10.85271318,Healthcare Realty Trust Inc
HRI UN,1.550387597,Herc Holdings Inc
HRTG UN,3.571428571,Heritage Insurance Holdings Inc
HRTX UR,#N/A N/A,Heron Therapeutics Inc
HSC UN,#N/A N/A,Harsco Corp
HSII UW,1.550387597,Heidrick & Struggles International Inc
HSKA UR,#N/A N/A,Heska Corp
HSTM UW,#N/A N/A,HealthStream Inc
HT UN,#N/A N/A,Hersha Hospitality Trust
HTBI UW,1.785714286,HomeTrust Bancshares Inc
HTBK UW,1.785714286,Heritage Commerce Corp
HTH UN,#N/A N/A,Hilltop Holdings Inc
HTLD UW,1.550387597,Heartland Express Inc
HTLF UW,1.785714286,Heartland Financial USA Inc
HTZ UN,6.976744186,Hertz Global Holdings Inc
HUBG UW,1.550387597,Hub Group Inc
HUD UN,8.527131783,Hudson Ltd
HURC UW,#N/A N/A,Hurco Cos Inc
HURN UW,2.325581395,Huron Consulting Group Inc
HVT UN,#N/A N/A,Haverty Furniture Cos Inc
HWBK UW,#N/A N/A,Hawthorn Bancshares Inc
HWC UW,15.17857143,Hancock Whitney Corp
HWKN UW,#N/A N/A,Hawkins Inc
HY UN,13.95348837,Hyster-Yale Materials Handling Inc
HZO UN,#N/A N/A,MarineMax Inc
IBCP UW,#N/A N/A,Independent Bank Corp/MI
IBKC UW,#N/A N/A,IBERIABANK Corp
IBOC UW,#N/A N/A,International Bancshares Corp
IBP UN,8.527131783,Installed Building Products Inc
IBTX UW,#N/A N/A,Independent Bank Group Inc
ICD UN,4.651162791,Independence Contract Drilling Inc
ICFI UW,#N/A N/A,ICF International Inc
ICHR UW,#N/A N/A,Ichor Holdings Ltd
ICPT UW,#N/A N/A,Intercept Pharmaceuticals Inc
IDCC UW,1.550387597,InterDigital Inc
IDEX UR,#N/A N/A,Ideanomics Inc
IDT UN,#N/A N/A,IDT Corp
IESC UQ,#N/A N/A,IES Holdings Inc
IGMS UW,#N/A N/A,IGM Biosciences Inc
IHC UN,#N/A N/A,Independence Holding Co
III UQ,#N/A N/A,Information Services Group Inc
IIIN UW,1.550387597,Insteel Industries Inc
IIIV UW,1.785714286,I3 Verticals Inc
IIN UQ,#N/A N/A,IntriCon Corp
IIPR UN,1.550387597,Innovative Industrial Properties Inc
IIVI UW,1.550387597,II-VI Inc
ILPT UW,#N/A N/A,Industrial Logistics Properties Trust
IMAX UN,#N/A N/A,IMAX Corp
IMGN UW,#N/A N/A,ImmunoGen Inc
IMKTA UW,7.291666667,Ingles Markets Inc
IMMR UW,#N/A N/A,Immersion Corp
IMMU UQ,#N/A N/A,Immunomedics Inc
IMXI UR,#N/A N/A,International Money Express Inc
INBK UW,#N/A N/A,First Internet Bancorp
INDB UW,#N/A N/A,Independent Bank Corp
INFN UW,#N/A N/A,Infinera Corp
INGN UW,#N/A N/A,Inogen Inc
INN UN,#N/A N/A,Summit Hotel Properties Inc
INO UW,#N/A N/A,Inovio Pharmaceuticals Inc
INOV UW,#N/A N/A,Inovalon Holdings Inc
INS UA,#N/A N/A,Intelligent Systems Corp
INSE UR,1.550387597,Inspired Entertainment Inc
INSG UW,#N/A N/A,Inseego Corp
INSM UW,#N/A N/A,Insmed Inc
INSP UN,#N/A N/A,Inspire Medical Systems Inc
INSW UN,7.751937984,International Seaways Inc
INT UN,3.100775194,World Fuel Services Corp
INTL UW,#N/A N/A,INTL. FCStone Inc
INVA UW,#N/A N/A,Innoviva Inc
INWK UW,2.325581395,InnerWorkings Inc
IOSP UW,#N/A N/A,Innospec Inc
IOTS UR,2.325581395,Adesto Technologies Corp
IOVA UQ,#N/A N/A,Iovance Biotherapeutics Inc
IPAR UW,#N/A N/A,Inter Parfums Inc
IPHI UN,#N/A N/A,Inphi Corp
IPI UN,3.875968992,Intrepid Potash Inc
IRBT UW,#N/A N/A,iRobot Corp
IRDM UW,1.550387597,Iridium Communications Inc
IRET UN,#N/A N/A,Investors Real Estate Trust
IRMD UR,#N/A N/A,iRadimed Corp
IRT UN,1.550387597,Independence Realty Trust Inc
IRTC UW,#N/A N/A,iRhythm Technologies Inc
IRWD UW,#N/A N/A,Ironwood Pharmaceuticals Inc
ISBC UW,#N/A N/A,Investors Bancorp Inc
ISTR UQ,#N/A N/A,Investar Holding Corp
ITCI UW,#N/A N/A,Intra-Cellular Therapies Inc
ITGR UN,1.550387597,Integer Holdings Corp
ITI UR,#N/A N/A,Iteris Inc
ITIC UW,#N/A N/A,Investors Title Co
ITRI UW,#N/A N/A,Itron Inc
IVC UN,1.550387597,Invacare Corp
IVR UN,#N/A N/A,Invesco Mortgage Capital Inc
JACK UW,5.208333333,Jack in the Box Inc
JAX UN,#N/A N/A,J Alexander's Holdings Inc
JBSS UW,#N/A N/A,John B Sanfilippo & Son Inc
JBT UN,3.875968992,John Bean Technologies Corp
JCAP UN,1.550387597,Jernigan Capital Inc
JCOM UW,#N/A N/A,J2 Global Inc
JELD UN,#N/A N/A,JELD-WEN Holding Inc
JILL UN,#N/A N/A,J Jill Inc
JJSF UW,#N/A N/A,J & J Snack Foods Corp
JNCE UW,#N/A N/A,Jounce Therapeutics Inc
JOE UN,#N/A N/A,St Joe Co/The
JOUT UW,#N/A N/A,Johnson Outdoors Inc
JRVR UW,1.785714286,James River Group Holdings Ltd
JYNT UR,#N/A N/A,Joint Corp/The
KAI UN,8.527131783,Kadant Inc
KALA UW,#N/A N/A,Kala Pharmaceuticals Inc
KALU UW,#N/A N/A,Kaiser Aluminum Corp
KALV UQ,1.550387597,KalVista Pharmaceuticals Inc
KAMN UN,1.550387597,Kaman Corp
KBAL UW,#N/A N/A,Kimball International Inc
KBH UN,13.17829457,KB Home
KBR UN,#N/A N/A,KBR Inc
KDMN UN,#N/A N/A,Kadmon Holdings Inc
KE UW,10.85271318,Kimball Electronics Inc
KELYA UW,#N/A N/A,Kelly Services Inc
KFRC UW,#N/A N/A,Kforce Inc
KFY UN,#N/A N/A,Korn Ferry
KIDS UQ,#N/A N/A,OrthoPediatrics Corp
KIN UR,#N/A N/A,Kindred Biosciences Inc
KLDO UW,1.550387597,Kaleido Biosciences Inc
KLXE UW,#N/A N/A,KLX Energy Services Holdings Inc
KMT UN,2.325581395,Kennametal Inc
KN UN,1.550387597,Knowles Corp
KNL UN,#N/A N/A,Knoll Inc
KNSA UW,#N/A N/A,Kiniksa Pharmaceuticals Ltd
KNSL UW,1.785714286,Kinsale Capital Group Inc
KOD UQ,#N/A N/A,Kodiak Sciences Inc
KOP UN,#N/A N/A,Koppers Holdings Inc
KPTI UW,#N/A N/A,Karyopharm Therapeutics Inc
KRA UN,#N/A N/A,Kraton Corp
KREF UN,#N/A N/A,KKR Real Estate Finance Trust Inc
KRG UN,#N/A N/A,Kite Realty Group Trust
KRNY UW,1.785714286,Kearny Financial Corp/MD
KRO UN,15.50387597,Kronos Worldwide Inc
KRTX UQ,#N/A N/A,Karuna Therapeutics Inc
KRUS UQ,#N/A N/A,Kura Sushi USA Inc
KRYS UQ,#N/A N/A,Krystal Biotech Inc
KTB UN,#N/A N/A,Kontoor Brands Inc
KTOS UW,1.550387597,Kratos Defense & Security Solutions Inc
KURA UW,#N/A N/A,Kura Oncology Inc
KVHI UW,1.550387597,KVH Industries Inc
KW UN,#N/A N/A,Kennedy-Wilson Holdings Inc
KWR UN,#N/A N/A,Quaker Chemical Corp
KZR UW,#N/A N/A,Kezar Life Sciences Inc
LAD UN,4.651162791,Lithia Motors Inc
LADR UN,#N/A N/A,Ladder Capital Corp
LANC UW,6.201550388,Lancaster Colony Corp
LAND UQ,5.426356589,Gladstone Land Corp
LASR UW,#N/A N/A,nLight Inc
LAUR UW,#N/A N/A,Laureate Education Inc
LAWS UW,#N/A N/A,Lawson Products Inc/DE
LBAI UW,1.785714286,Lakeland Bancorp Inc
LBC UW,#N/A N/A,Luther Burbank Corp
LBRT UN,1.550387597,Liberty Oilfield Services Inc
LC UN,#N/A N/A,LendingClub Corp
LCI UN,2.325581395,Lannett Co Inc
LCII UN,1.550387597,LCI Industries
LCNB UR,#N/A N/A,LCNB Corp
LCTX UA,#N/A N/A,Lineage Cell Therapeutics Inc
LCUT UW,#N/A N/A,Lifetime Brands Inc
LDL UN,#N/A N/A,Lydall Inc
LE UR,#N/A N/A,Lands' End Inc
LEAF UN,#N/A N/A,Leaf Group Ltd
LEE UN,#N/A N/A,Lee Enterprises Inc
LEGH UW,1.550387597,Legacy Housing Corp
LEVL UW,#N/A N/A,Level One Bancorp Inc
LFVN UR,#N/A N/A,Lifevantage Corp
LGIH UW,#N/A N/A,LGI Homes Inc
LGND UQ,6.201550388,Ligand Pharmaceuticals Inc
LHCG UW,#N/A N/A,LHC Group Inc
LILA UW,#N/A N/A,Liberty Latin America Ltd
LILAK UW,#N/A N/A,Liberty Latin America Ltd
LIND UR,#N/A N/A,Lindblad Expeditions Holdings Inc
LITE UW,11.62790698,Lumentum Holdings Inc
LIVN UW,2.325581395,LivaNova PLC
LIVX UR,#N/A N/A,LiveXLive Media Inc
LJPC UR,#N/A N/A,La Jolla Pharmaceutical Co
LKFN UW,1.785714286,Lakeland Financial Corp
LL UN,5.208333333,Lumber Liquidators Holdings Inc
LLNW UW,#N/A N/A,Limelight Networks Inc
LMAT UQ,#N/A N/A,LeMaitre Vascular Inc
LMNR UW,#N/A N/A,Limoneira Co
LMNX UW,#N/A N/A,Luminex Corp
LNDC UW,#N/A N/A,Landec Corp
LNN UN,#N/A N/A,Lindsay Corp
LNTH UQ,1.550387597,Lantheus Holdings Inc
LOB UW,#N/A N/A,Live Oak Bancshares Inc
LOCO UW,#N/A N/A,El Pollo Loco Holdings Inc
LOGC UQ,#N/A N/A,LogicBio Therapeutics Inc
LORL UW,#N/A N/A,Loral Space & Communications Inc
LOVE UQ,#N/A N/A,Lovesac Co/The
LPG UN,8.527131783,Dorian LPG Ltd
LPI UN,#N/A N/A,Laredo Petroleum Inc
LPSN UW,1.550387597,LivePerson Inc
LPX UN,13.95348837,Louisiana-Pacific Corp
LQDA UR,#N/A N/A,Liquidia Technologies Inc
LQDT UW,3.875968992,Liquidity Services Inc
LRN UN,#N/A N/A,K12 Inc
LSCC UW,#N/A N/A,Lattice Semiconductor Corp
LTC UN,#N/A N/A,LTC Properties Inc
LTHM UN,7.751937984,Livent Corp
LTRPA UW,#N/A N/A,Liberty TripAdvisor Holdings Inc
LVGO UW,#N/A N/A,Livongo Health Inc
LXFR UN,10.85271318,Luxfer Holdings PLC
LXP UN,#N/A N/A,Lexington Realty Trust
LXRX UW,#N/A N/A,Lexicon Pharmaceuticals Inc
LXU UN,3.100775194,LSB Industries Inc
LZB UN,#N/A N/A,La-Z-Boy Inc
MANT UW,2.325581395,ManTech International Corp/VA
MATW UW,5.426356589,Matthews International Corp
MATX UN,10.85271318,Matson Inc
MAXR UN,#N/A N/A,Maxar Technologies Inc
MBI UN,#N/A N/A,MBIA Inc
MBII UR,5.426356589,Marrone Bio Innovations Inc
MBIN UR,#N/A N/A,Merchants Bancorp/IN
MBIO UQ,#N/A N/A,Mustang Bio Inc
MBUU UQ,#N/A N/A,Malibu Boats Inc
MBWM UW,#N/A N/A,Mercantile Bank Corp
MC UN,#N/A N/A,Moelis & Co
MCB UN,#N/A N/A,Metropolitan Bank Holding Corp
MCBC UW,1.785714286,Macatawa Bank Corp
MCBS UW,#N/A N/A,Metrocity Bankshares Inc
MCFT UQ,#N/A N/A,MasterCraft Boat Holdings Inc
MCHX UW,#N/A N/A,Marchex Inc
MCRB UW,#N/A N/A,Seres Therapeutics Inc
MCRI UW,#N/A N/A,Monarch Casino & Resort Inc
MCS UN,#N/A N/A,Marcus Corp/The
MDC UN,1.550387597,MDC Holdings Inc
MDCA UW,#N/A N/A,MDC Partners Inc
MDGL UR,#N/A N/A,Madrigal Pharmaceuticals Inc
MDP UN,13.95348837,Meredith Corp
MDRX UW,#N/A N/A,Allscripts Healthcare Solutions Inc
MEC UN,#N/A N/A,Mayville Engineering Co Inc
MED UN,#N/A N/A,Medifast Inc
MEDP UW,#N/A N/A,Medpace Holdings Inc
MEET UR,#N/A N/A,Meet Group Inc/The
MEI UN,#N/A N/A,Methode Electronics Inc
MEIP UR,#N/A N/A,MEI Pharma Inc
MESA UW,#N/A N/A,Mesa Air Group Inc
METC UW,1.550387597,Ramaco Resources Inc
MFIN UW,1.785714286,Medallion Financial Corp
MFNC UR,1.785714286,Mackinac Financial Corp
MG UN,#N/A N/A,Mistras Group Inc
MGEE UW,#N/A N/A,MGE Energy Inc
MGLN UW,2.325581395,Magellan Health Inc
MGNX UW,1.550387597,MacroGenics Inc
MGPI UW,3.875968992,MGP Ingredients Inc
MGRC UW,4.651162791,McGrath RentCorp
MGTA UQ,1.550387597,Magenta Therapeutics Inc
MGTX UW,#N/A N/A,MeiraGTx Holdings plc
MGY UN,1.550387597,Magnolia Oil & Gas Corp
MHO UN,#N/A N/A,M/I Homes Inc
MIK UW,#N/A N/A,Michaels Cos Inc/The
MINI UW,#N/A N/A,Mobile Mini Inc
MIRM UQ,#N/A N/A,Mirum Pharmaceuticals Inc
MITK UR,#N/A N/A,Mitek Systems Inc
MITT UN,#N/A N/A,AG Mortgage Investment Trust Inc
MJCO UQ,#N/A N/A,Majesco
MLAB UW,2.083333333,Mesa Laboratories Inc
MLHR UW,#N/A N/A,Herman Miller Inc
MLI UN,#N/A N/A,Mueller Industries Inc
MLND UR,#N/A N/A,Millendo Therapeutics Inc
MLP UN,#N/A N/A,Maui Land & Pineapple Co Inc
MLR UN,#N/A N/A,Miller Industries Inc/TN
MLVF UQ,2.678571429,Malvern Bancorp Inc
MMAC UR,1.785714286,MMA Capital Holdings Inc
MMI UN,4.651162791,Marcus & Millichap Inc
MMS UN,#N/A N/A,MAXIMUS Inc
MMSI UW,7.751937984,Merit Medical Systems Inc
MNK UN,9.302325581,Mallinckrodt PLC
MNKD UQ,#N/A N/A,MannKind Corp
MNLO UW,1.550387597,Menlo Therapeutics Inc
MNOV UQ,#N/A N/A,MediciNova Inc
MNR UN,#N/A N/A,Monmouth Real Estate Investment Corp
MNRL UN,2.479338843,Brigham Minerals Inc
MNRO UW,#N/A N/A,Monro Inc
MNSB UR,#N/A N/A,MainStreet Bancshares Inc
MNTA UW,1.550387597,Momenta Pharmaceuticals Inc
MOBL UW,#N/A N/A,MobileIron Inc
MOD UN,#N/A N/A,Modine Manufacturing Co
MODN UN,#N/A N/A,Model N Inc
MOFG UW,3.571428571,MidWestOne Financial Group Inc
MOG/A UN,#N/A N/A,Moog Inc
MORF UQ,1.550387597,Morphic Holding Inc
MOV UN,3.125,Movado Group Inc
MPAA UW,#N/A N/A,Motorcar Parts of America Inc
MPB UQ,#N/A N/A,Mid Penn Bancorp Inc
MPX UN,#N/A N/A,Marine Products Corp
MR UN,1.652892562,Montage Resources Corp
MRC UN,#N/A N/A,MRC Global Inc
MRCY UW,#N/A N/A,Mercury Systems Inc
MRKR UQ,#N/A N/A,Marker Therapeutics Inc
MRLN UW,#N/A N/A,Marlin Business Services Corp
MRNS UQ,#N/A N/A,Marinus Pharmaceuticals Inc
MRSN UW,#N/A N/A,Mersana Therapeutics Inc
